Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,datetime
2.174,0.464,241.67,9.2,1,1,18,6/16/2007 20:56
0.986,0.33,238.88,5,0,1,1,5/12/2008 9:46
1.444,0.206,239.42,6,0,1,17,3/15/2007 5:01
1.412,0.09,241.84,5.8,0,0,18,4/15/2010 16:31
0.308,0,235.59,1.4,0,0,0,5/17/2007 14:13
1.708,0.336,244.2,7,0,1,18,3/25/2009 11:08
0.194,0.092,239.97,0.8,0,1,0,9/21/2007 17:22
0.25,0.054,236.69,1.2,0,0,0,11/3/2008 22:03
0.312,0.1,238.51,1.4,0,1,1,3/6/2010 1:32
1.842,0.214,238.15,7.8,0,0,18,5/19/2008 7:34
1.96,0.21,238.98,8.2,0,0,18,12/16/2007 19:40
0.9,0.5,241.27,4.8,0,2,0,6/23/2008 17:48
0.306,0.206,233.69,1.6,0,0,0,5/12/2007 11:19
0.24,0,242.58,1,0,0,1,4/28/2010 17:31
0.428,0.186,238.78,2,0,2,0,11/8/2008 11:52
1.586,0,241.64,6.6,1,0,0,2/9/2008 22:38
0.354,0.12,244.37,1.4,0,0,1,3/7/2010 14:03
1.32,0,242.64,5.4,0,0,19,11/23/2007 16:51
1.808,0.064,234.71,7.6,0,0,29,8/3/2008 21:16
1.362,0.082,239.67,5.6,0,0,18,3/19/2009 9:29
1.422,0.102,238.71,6,0,0,18,6/17/2010 6:47
0.376,0.046,241.73,1.6,0,0,0,6/29/2009 11:39
1.664,0,245.8,6.6,0,0,19,9/29/2010 23:18
0.324,0.094,242.28,1.4,0,0,0,10/21/2007 7:56
1.308,0,239.89,5.4,0,0,0,4/10/2010 22:57
0.226,0.068,243.95,1,0,0,1,9/20/2010 4:29
1.442,0.224,238.76,6,0,1,17,2/4/2007 10:44
0.512,0.074,241.9,2.4,0,0,0,11/1/2008 0:17
0.17,0,241.9,1,0,0,0,9/12/2010 6:40
1.53,0.194,241.45,6.4,0,0,19,6/25/2009 6:42
1.016,0.056,244.05,4.2,0,0,0,12/12/2009 22:12
0.362,0.086,245.86,1.4,0,0,0,2/20/2010 4:48
0.822,0.18,242.13,3.4,0,1,0,3/5/2009 17:40
0.222,0,243.62,1,0,0,0,2/28/2007 1:39
1.676,0.08,237.15,7,1,0,1,7/28/2010 0:48
0.3,0.19,238.34,1.4,0,1,0,7/27/2010 7:47
0.844,0.102,239.58,3.4,0,0,13,8/1/2008 16:13
1.434,0.104,246.13,5.8,0,0,0,12/19/2009 1:14
3.362,0.106,236.91,14.2,0,36,0,8/4/2008 21:33
0.102,0,236.47,0.4,0,0,0,7/31/2007 1:53
0.568,0.058,245.91,2.2,0,0,0,12/5/2008 15:17
0.404,0.308,237.34,2.2,0,2,0,4/24/2007 3:53
2.978,0.236,235.94,12.6,1,0,17,3/24/2007 21:43
1.188,0.072,232.03,5,0,0,17,8/10/2007 11:42
2.104,0.138,232.52,9,0,0,17,8/10/2007 23:58
0.316,0.092,235.46,1.4,0,0,0,6/1/2007 13:00
0.34,0.192,240.93,1.6,0,1,1,9/12/2010 17:19
1.85,0,236.74,7.8,1,0,0,12/30/2006 20:45
0.914,0.13,247.93,3.6,0,0,0,12/16/2009 18:15
1.33,0.06,241.84,5.4,0,0,19,2/8/2010 8:08
1.32,0.06,239.43,5.4,0,0,18,12/15/2008 9:58
0.176,0.154,241.35,0.8,0,0,0,8/19/2008 19:58
1.432,0.096,246.09,5.8,0,0,19,12/18/2007 0:44
0.078,0,238.57,0.2,0,0,0,8/11/2008 11:25
0.282,0.118,245.56,1.2,0,1,0,12/22/2006 3:46
0.508,0.38,245.89,2.6,0,1,1,10/7/2009 1:12
0.36,0.078,242.73,1.6,0,1,0,11/11/2007 23:48
0.338,0.144,241.1,1.8,0,0,1,6/29/2009 1:55
1.366,0.238,233.06,5.8,0,0,17,6/2/2008 19:45
0.224,0,240.11,1,0,0,0,3/16/2007 17:23
0.104,0,241.83,0.4,0,0,0,8/17/2007 22:11
0.402,0.252,241.43,1.8,0,1,0,10/10/2009 2:33
0.806,0.076,244.29,3.2,0,0,0,10/29/2008 23:22
1.444,0.204,241.19,6,0,1,1,4/21/2009 3:55
0.404,0.184,240.94,1.8,0,1,1,5/17/2008 16:03
2.246,0.118,245.67,9,0,0,19,2/12/2010 12:09
0.296,0.05,242.6,1.2,0,0,1,5/1/2008 0:56
2.194,0.156,238.9,9.6,0,1,18,5/27/2010 13:16
0.462,0.334,239.2,2.4,0,2,0,4/13/2007 5:59
0.222,0.106,239.19,1,0,2,0,6/22/2008 4:03
0.226,0,239.71,1,0,0,0,11/5/2007 17:06
2.234,0.06,236.05,9.4,0,0,17,3/15/2008 20:18
1.628,0.28,240.44,6.8,0,1,18,4/2/2009 8:28
0.364,0.206,241.02,1.8,0,2,1,9/6/2010 18:24
0.106,0,238.56,0.4,0,0,0,8/30/2007 11:20
1.648,0.076,244.29,6.8,0,0,20,5/4/2008 15:29
0.628,0,243.78,3.2,0,0,8,3/7/2010 11:42
0.282,0.148,240.68,1.4,0,0,1,9/21/2008 6:53
0.902,0.1,244.99,3.6,0,1,1,3/1/2010 16:51
0.264,0,247.28,1,0,0,0,2/9/2009 6:37
0.502,0,240.76,2,0,0,0,2/8/2008 7:01
0.336,0.118,243.14,1.4,0,2,0,3/6/2007 15:53
0.354,0.21,236.74,1.6,0,1,0,6/6/2007 13:42
0.082,0,241.86,0.2,0,0,1,8/18/2008 0:39
1.908,0.102,239.41,8,0,0,18,3/10/2010 18:44
0.47,0.06,243.01,2.2,0,0,0,1/31/2008 16:41
3.244,0,237.47,14.2,0,0,0,1/15/2007 7:06
0.246,0.116,240.21,1.2,0,2,1,8/6/2010 9:39
0.324,0.098,239.57,1.6,0,0,0,1/10/2007 13:02
0.312,0,241.41,1.4,0,0,0,4/22/2009 20:42
0.358,0.21,242.83,1.6,0,1,1,6/9/2009 4:22
0.378,0.252,242.88,1.8,2,1,0,5/28/2008 14:55
0.288,0.098,245.54,1.2,0,2,0,12/23/2009 6:23
0.12,0,242.82,0.6,0,0,0,7/11/2007 6:46
0.252,0,242.4,1,0,0,0,2/9/2007 1:37
0.262,0.134,242.17,1.2,0,0,1,9/18/2008 2:45
0.308,0.048,243.77,1.2,0,0,0,11/12/2010 4:56
0.388,0.316,239.79,2,0,1,0,6/30/2010 1:47
0.326,0.08,242.18,1.4,0,1,1,10/20/2010 13:14
2.19,0.062,240.08,9,1,0,18,3/11/2008 22:31
4.414,0.248,234.58,19,2,35,18,5/16/2009 14:06
1.064,0.212,245.24,4.4,0,1,0,12/30/2007 8:42
0.396,0.19,234.72,1.8,0,1,1,5/3/2010 16:51
0.454,0.19,244.24,2,0,0,1,4/21/2008 0:32
1.434,0,240.51,6,0,1,19,10/7/2010 16:16
1.25,0,241.39,5.2,0,0,18,6/11/2010 9:43
0.278,0.08,246.48,1.2,0,0,0,12/23/2009 22:54
5.066,0,237.01,21.2,0,36,17,3/29/2009 21:13
0.156,0,241.04,0.6,0,0,1,6/23/2010 6:08
1.368,0.064,234.17,5.8,0,0,17,10/8/2007 8:50
1.394,0,238.36,5.8,0,0,18,4/3/2010 19:11
1.408,0.062,230.56,6,0,0,17,5/23/2007 12:21
0.392,0.17,245.15,1.8,0,1,1,5/8/2010 3:20
0.334,0.148,241.86,1.4,0,0,1,9/29/2008 18:13
0.212,0.052,244.37,0.8,0,0,0,12/13/2008 5:18
1.754,0.504,241.56,7.4,1,1,0,4/24/2010 23:01
3.11,0.126,240.09,13.4,0,29,0,2/5/2008 21:06
7.846,0.528,230.19,34,36,36,16,2/3/2007 19:18
0.566,0.23,246.82,2.6,0,2,0,12/5/2007 2:33
1.372,0.048,242.08,5.6,0,0,19,5/21/2010 11:50
3.878,0.272,242.09,16.2,0,0,19,12/25/2009 18:13
0.474,0.146,240.5,2.2,0,0,0,10/25/2008 1:19
1.624,0,244.47,6.6,0,0,21,11/5/2010 12:44
0.244,0.118,241.53,1,0,0,1,7/26/2008 15:23
2.08,0.172,238.04,8.6,0,1,0,10/14/2009 21:48
1.58,0.186,240.64,6.6,0,0,18,9/10/2010 17:52
2.012,0.364,239.92,8.4,0,2,18,8/23/2009 20:43
1.456,0.054,237.77,6.2,0,0,18,2/4/2008 10:52
0.44,0.072,243.44,2,0,0,0,7/14/2010 19:35
3.56,0.316,239.24,14.8,0,0,29,9/17/2008 21:26
1.254,0.074,238.73,5.2,0,0,18,6/21/2008 18:39
0.298,0,241.81,1.2,0,0,1,10/16/2008 6:38
0.99,0.372,241.5,4.4,0,0,12,8/19/2009 1:58
0.498,0.124,245.08,2.2,0,0,0,12/2/2007 23:38
0.246,0,240.3,1,0,0,0,10/5/2008 0:37
0.39,0.356,238.85,2.2,0,1,1,5/22/2008 11:06
0.306,0.202,239.24,1.4,0,1,1,5/16/2008 11:23
0.302,0.082,241.48,1.2,0,0,0,10/3/2010 1:19
7.054,0.258,230.62,30.6,36,0,17,5/12/2007 20:58
0.154,0,241.35,0.6,0,0,0,9/19/2008 2:35
0.556,0.23,240.33,2.4,0,2,0,10/23/2010 11:32
1.4,0.194,239.84,5.8,0,0,18,6/15/2010 5:18
0.202,0,239.09,0.8,0,0,0,10/30/2007 20:49
1.3,0,242,5.2,0,0,18,2/13/2008 8:47
0.414,0.236,245.15,1.8,0,1,0,11/29/2007 1:54
0.354,0.076,249.88,1.4,0,0,0,1/9/2009 6:08
0.388,0.222,244.09,1.8,0,0,0,10/29/2007 2:56
0.21,0.098,241.67,1,0,0,1,6/17/2009 2:05
1.348,0.182,241.11,5.6,0,1,18,7/15/2009 18:52
1.014,0.046,239.86,4.2,0,0,1,3/10/2010 20:15
0.422,0.344,238.58,2.2,0,1,0,7/15/2008 14:09
0.722,0,235.88,3,0,0,0,6/3/2007 0:18
0.282,0.082,242.49,1.2,0,0,1,9/23/2010 0:32
3.156,0.092,238.68,13.8,0,24,18,10/5/2010 14:18
1.844,0.054,243.38,7.6,0,0,1,9/19/2009 23:05
1.35,0.056,240.76,5.6,0,0,18,12/20/2009 10:03
0.31,0,240.58,1.4,0,0,0,10/12/2008 7:10
1.606,0.164,233.38,6.8,1,0,17,7/19/2007 20:14
0.296,0.096,239.58,1.4,0,0,1,7/3/2010 8:30
1.346,0.05,239.91,5.6,0,0,0,11/12/2008 3:58
1.382,0.07,237.94,5.8,0,0,17,2/19/2007 11:22
0.246,0,246.05,1,0,0,1,4/27/2010 22:52
0.4,0.104,242.32,1.8,0,0,0,3/3/2009 17:39
1.48,0.068,243.3,6,0,0,18,10/31/2008 14:27
1.636,0.056,243.17,6.6,0,0,19,2/5/2010 12:54
1.326,0.106,240.72,5.4,0,0,18,8/14/2010 0:09
2.218,0.242,237.67,9.4,0,2,17,11/6/2008 7:49
0.302,0.108,242.19,1.2,0,0,0,11/1/2007 0:38
0.52,0.064,244.16,2,0,0,1,9/30/2010 4:03
0.314,0.246,244.45,1.6,0,0,1,7/12/2009 4:21
0.398,0.11,241.85,1.8,0,1,0,3/6/2007 12:19
1.47,0.214,240.58,6.2,0,2,18,8/22/2009 8:06
4.038,0,230.51,17.4,0,0,0,7/26/2007 6:53
0.42,0.222,236.42,2,0,2,0,5/17/2007 12:00
1.444,0.09,232.94,6.2,0,0,16,5/17/2007 20:54
1.62,0,241.7,6.6,0,0,18,5/12/2010 12:44
0.314,0.082,241.08,1.2,0,1,1,5/2/2010 2:57
0.4,0.192,238.85,1.8,0,0,0,11/16/2009 17:27
0.228,0,243.77,1,0,0,0,12/4/2007 4:32
1.724,0.072,238.27,7.2,0,0,17,2/4/2007 13:35
0.364,0.136,244.12,1.6,0,0,0,4/1/2008 23:33
1.374,0,243.18,5.6,0,0,19,4/7/2008 10:38
1.89,0.312,245.61,7.8,0,0,19,12/7/2008 14:59
1.344,0.088,236.21,5.6,0,0,17,3/21/2007 11:09
0.31,0.19,238.82,1.4,0,2,0,9/4/2008 5:28
1.578,0.236,241.48,6.6,0,1,18,1/23/2007 9:46
0.778,0.272,241.85,3.4,0,1,0,6/26/2007 20:50
1.066,0,240.82,4.4,0,0,0,2/26/2009 7:13
1.416,0.078,239.23,5.8,0,0,18,5/18/2010 13:52
2.086,0.354,237.6,8.8,1,0,18,5/26/2010 8:00
2.726,0.05,238.07,11.4,0,0,18,12/26/2009 19:50
3.804,0.25,234.35,16.6,30,2,0,5/30/2007 21:28
0.388,0.144,244.12,1.6,0,0,1,4/26/2009 3:16
0.174,0.106,241.34,0.8,0,0,0,8/17/2007 17:12
0.288,0.096,244.15,1.2,0,0,0,7/6/2010 22:34
0.33,0.088,244.88,1.4,0,0,1,3/7/2010 13:36
0.188,0.12,244.38,0.8,0,0,0,8/15/2007 22:33
1.402,0,245.57,5.6,0,0,19,4/11/2009 23:37
0.24,0.11,241.47,1,0,0,0,6/23/2009 14:28
0.502,0.064,242.97,2.4,0,0,1,6/3/2009 17:57
1.978,0.046,243.06,8.2,0,0,18,10/20/2007 8:35
0.132,0,242.84,0.6,0,0,1,9/12/2009 0:33
1.368,0.062,242.4,5.6,0,0,18,12/17/2007 11:11
3.826,0.206,242.87,15.6,39,2,18,3/25/2009 23:28
1.488,0.296,237.58,6.4,0,1,18,8/27/2010 8:42
0.552,0,239.56,2.2,0,0,0,3/1/2008 21:21
0.218,0,235.21,1,0,0,0,10/11/2007 18:49
4.632,0.362,238.13,19.4,0,2,18,12/18/2007 21:08
1.24,0.294,240.83,5.2,0,2,1,7/9/2010 22:30
0.324,0.164,234.84,1.4,0,1,0,6/7/2007 3:12
0.582,0.284,241.03,2.6,0,1,1,9/14/2008 0:00
1.5,0.098,238.94,6.2,0,2,18,5/30/2008 7:44
1.792,0.058,235.35,7.6,0,1,17,9/25/2007 12:41
0.266,0.156,242.56,1.4,0,0,0,9/27/2009 2:30
0.342,0.1,242.43,1.6,0,1,0,6/19/2010 19:38
0.238,0,244.36,1,0,0,0,11/10/2009 6:26
3.864,0.394,229.02,16.8,36,0,16,5/6/2007 19:16
0.46,0.256,244.72,2.2,0,0,0,4/26/2009 3:50
1.352,0.082,238.2,5.6,0,0,18,3/4/2008 20:57
0.342,0.14,242.87,1.4,0,0,0,3/30/2007 14:42
0.32,0.124,245,1.4,0,0,0,11/9/2009 15:24
0.192,0,239.1,0.8,0,0,0,6/10/2008 13:35
1.576,0.314,243.07,6.6,0,2,18,1/8/2008 0:11
1.368,0.178,239.34,5.6,0,1,17,7/1/2007 11:55
0.4,0.202,243.83,1.8,0,1,0,3/21/2010 23:09
1.768,0,239.94,7.2,0,0,18,4/8/2010 20:14
0.222,0.192,238.26,1.2,0,1,0,6/15/2007 1:49
1.48,0.108,240.21,6.2,0,0,20,10/27/2009 3:53
4.214,0.048,236.64,17.8,37,0,0,1/19/2009 21:58
0.29,0.074,243.42,1.2,0,0,0,11/27/2009 3:36
0.34,0.072,241.31,1.4,0,0,0,2/26/2010 3:32
0.258,0.124,242.31,1.2,0,0,1,8/7/2010 18:20
2.238,0.138,239.82,9.6,0,31,0,9/26/2007 16:31
0.83,0.138,240.5,4.4,0,0,1,8/10/2009 7:38
0.192,0,240.91,0.8,0,0,0,5/22/2008 3:34
0.316,0.076,239.34,1.2,0,0,1,4/28/2008 17:47
0.336,0.114,244.85,1.4,0,0,0,11/16/2009 6:32
0.202,0.114,244.06,0.8,0,0,0,7/23/2009 21:05
0.25,0,241.89,1,0,0,1,5/1/2008 3:32
0.242,0,239.66,1,0,0,1,10/18/2008 1:55
0.198,0.118,235.5,1,0,0,0,8/12/2007 21:34
0.496,0.106,244.57,2,0,0,1,11/23/2009 11:07
1.416,0.092,241.27,5.8,0,0,18,3/21/2007 0:22
1.2,0.102,232.96,5,0,0,17,8/13/2007 12:59
0.344,0.076,240.27,1.4,0,0,1,5/9/2010 9:06
1.684,0.046,241.6,6.8,0,0,18,4/11/2009 7:22
1.212,0,238.59,5,0,0,18,9/11/2007 16:59
0.332,0,245.12,1.4,0,0,0,1/28/2009 22:46
0.436,0,244.26,1.8,0,0,0,2/28/2010 3:34
0.158,0,239.55,0.6,0,0,0,7/30/2010 19:39
0.196,0,242.67,0.8,0,0,1,6/6/2009 3:32
3.868,0.204,243.84,15.8,39,0,19,4/3/2010 10:20
0.704,0.282,240.91,3.4,0,1,6,6/29/2009 6:46
0.426,0,244.2,1.8,0,0,0,11/23/2009 11:27
0.246,0,245.34,1,0,1,0,3/9/2009 2:35
0.332,0.256,241.4,1.6,0,0,1,8/10/2009 17:30
0.976,0.252,237.76,4.2,0,4,1,10/15/2008 16:49
0.272,0.096,240.19,1.2,0,0,1,6/21/2008 8:00
0.334,0.258,243.1,1.6,0,1,1,6/1/2008 5:51
2.696,0.356,243.31,11.8,29,2,0,4/5/2009 21:42
1.502,0.11,239.32,6.2,0,3,17,2/19/2008 13:12
0.252,0.148,243.89,1.2,0,0,1,7/26/2009 0:19
0.406,0.164,237.72,1.8,0,2,1,5/6/2010 5:12
0.846,0.242,238.47,3.6,0,1,12,8/2/2009 20:02
1.408,0.14,242.7,5.8,0,0,18,1/8/2007 0:17
2.758,0.09,240.95,11.4,0,0,18,4/17/2010 14:50
0.66,0.148,243,4,0,0,1,4/17/2008 19:05
2.814,0.21,241.01,11.6,0,2,19,11/11/2009 20:21
1.608,0.368,237.06,7.2,0,2,16,7/12/2010 7:47
0.58,0.106,235.12,3.2,0,1,6,5/12/2007 8:22
0.544,0.176,240.62,2.4,0,2,1,7/10/2008 4:39
1.504,0.074,244.66,6.2,0,0,18,12/2/2008 14:54
0.426,0.204,238.52,2,0,2,0,1/7/2008 0:28
0.404,0.342,241.16,2.2,0,1,0,6/23/2008 17:51
0.414,0.074,237.97,1.8,0,0,0,10/18/2007 11:14
1.482,0.334,236.39,6.4,0,0,1,10/9/2008 19:30
0.41,0.206,238.98,1.8,0,0,1,5/3/2010 23:21
2.572,0.14,235.37,11.8,18,0,17,6/7/2010 9:22
1.724,0,238.45,7.2,0,0,22,4/23/2010 13:00
1.762,0.118,241.58,7.2,0,2,0,2/2/2009 21:33
1.53,0.072,238.87,6.4,0,0,18,9/18/2010 7:45
1.388,0.224,242.51,5.8,0,1,18,7/27/2009 4:18
1.326,0.07,236.63,5.6,0,0,18,6/5/2009 14:37
0.352,0.054,242.65,1.4,0,2,0,10/25/2008 6:16
2.4,0.164,238.91,10,0,0,0,10/17/2010 20:48
0.284,0.1,241.28,1.2,0,0,1,6/4/2010 5:10
0.416,0.084,242.44,1.8,0,0,0,4/13/2010 18:06
1.434,0,244.16,5.8,0,1,18,3/3/2009 10:21
0.336,0.104,241.96,1.6,0,0,0,3/27/2007 4:24
0.244,0,244.95,1,0,0,1,1/15/2010 3:57
0.256,0,242.06,1,0,0,0,5/6/2008 12:44
6.086,0.262,234.45,26,1,36,17,3/20/2007 21:36
1.418,0.052,239.18,6,0,0,18,7/6/2010 7:37
0.294,0.072,241.36,1.2,0,0,1,10/31/2009 3:49
1.84,0.114,239.11,7.8,0,0,23,5/22/2010 14:07
0.688,0.32,239.26,3,0,1,0,2/22/2010 21:49
0.37,0.176,242.3,1.6,0,1,0,11/15/2010 6:00
1.37,0.234,240.18,5.8,0,1,19,6/16/2009 13:36
0.68,0.094,243.26,2.8,0,0,1,4/12/2010 17:43
0.684,0.37,242.33,3.2,0,0,1,4/27/2008 13:39
1.492,0.088,243.26,6,1,0,19,4/11/2008 0:31
0.226,0,248.45,1,0,0,0,12/19/2007 15:59
0.374,0,242.71,1.6,0,1,0,9/26/2007 23:06
1.296,0.05,242.39,5.2,0,0,18,1/10/2009 10:49
0.87,0.12,246.07,3.6,0,0,0,1/26/2009 23:15
0.368,0.086,243.95,1.6,0,0,1,11/4/2009 1:21
0.352,0.072,242.8,1.4,0,0,0,10/3/2010 6:17
0.602,0.182,242.53,2.8,0,0,0,11/3/2008 16:30
0.226,0.112,240.86,1,0,0,0,8/26/2009 0:57
0.528,0.082,241.81,2.4,0,1,0,5/17/2009 15:36
0.5,0.39,242,2.6,0,2,0,11/18/2010 4:09
1.818,0.24,244.75,7.4,0,1,19,5/8/2009 22:51
0.288,0.302,240.9,1.8,0,1,1,8/15/2008 10:48
3.834,0.322,241.13,16,0,36,18,1/4/2007 16:30
1.33,0,241.28,5.4,0,0,19,5/6/2008 9:28
0.832,0,244.1,3.4,0,0,0,1/7/2009 21:48
0.328,0.13,243.29,1.4,0,0,0,12/29/2007 7:44
1.752,0.194,236.97,7.4,0,0,17,9/20/2007 6:48
1.368,0,250.22,5.4,0,0,19,12/23/2009 4:06
1.464,0.37,241.86,6.2,0,1,18,7/4/2007 23:35
1.414,0.212,240.11,5.8,0,1,18,6/14/2010 10:02
0.186,0,244.17,0.8,0,0,0,5/19/2008 0:22
0.934,0.22,245.68,3.8,0,0,12,10/3/2010 0:47
0.368,0.086,243.02,1.6,0,0,0,11/13/2008 4:04
1.85,0.118,239.18,7.6,0,0,18,9/15/2007 8:43
1.37,0.052,244.05,5.6,0,0,18,11/27/2008 23:05
0.942,0.202,238.36,4.4,0,0,8,7/30/2008 17:29
1.406,0.084,241.87,5.8,0,0,18,11/29/2007 6:11
2.52,0.068,240.72,11.2,12,0,19,2/27/2010 18:11
2.02,0.05,236.47,8.4,0,0,17,4/4/2008 20:36
4.194,0.148,230.16,18.2,36,1,16,4/24/2007 21:03
1.446,0.082,238.49,6.2,0,1,1,10/23/2008 21:20
1.346,0,240.2,5.6,0,0,1,4/16/2009 23:42
0.396,0.198,241.22,1.8,0,0,0,3/13/2007 1:45
1.376,0,242.27,5.6,0,0,18,4/4/2009 10:21
0.312,0.24,242.61,1.6,0,0,1,8/5/2009 23:46
0.234,0.128,242.37,1,0,0,1,7/4/2009 2:24
0.386,0.05,244.89,1.6,0,0,0,12/24/2008 21:54
0.262,0,243.22,1,0,0,1,4/10/2009 17:10
0.964,0.428,242.78,4.4,0,1,10,4/17/2010 3:09
2.318,0.25,241.03,9.6,0,0,18,9/10/2009 7:16
0.244,0,243.87,1,0,0,0,10/13/2008 4:52
2.354,0,239.3,9.8,0,0,0,3/31/2007 4:48
1.492,0.142,240.64,6.2,0,2,19,4/17/2010 17:33
0.288,0.056,244.75,1.2,0,0,0,10/26/2008 2:24
0.75,0.24,238.44,3.4,0,3,0,6/28/2008 10:16
0.806,0.088,239.5,3.4,0,0,1,7/17/2010 0:23
3.248,0.472,243.24,14,0,1,19,12/23/2006 15:22
2.894,0.434,236.73,12.4,0,0,18,10/2/2008 9:27
1.402,0.222,239.81,5.8,0,1,18,7/23/2010 20:33
0.178,0.082,240.66,0.8,0,0,0,4/18/2007 1:14
0.458,0.196,241.35,2,0,0,0,3/22/2009 8:05
0.412,0.256,244.11,2,0,1,1,6/29/2010 20:14
1.872,0.086,243.16,7.6,0,1,18,11/23/2009 23:29
0.388,0.108,243.36,1.6,0,0,1,10/22/2008 23:21
0.234,0,242.62,1,0,0,1,5/29/2009 5:44
2.23,0.068,240.36,9.2,0,0,18,12/7/2008 9:53
0.36,0.048,240.5,1.4,0,2,0,11/16/2010 12:40
5.488,0,238.13,23,0,68,17,11/23/2007 14:04
1.476,0,244.81,6,0,0,18,12/2/2008 14:40
0.31,0.166,234.94,1.4,0,1,0,6/7/2007 4:04
2.878,0.066,242.34,11.8,0,0,18,2/6/2010 22:20
0.374,0.088,240.46,1.6,0,2,0,3/9/2007 20:09
0.822,0.066,244.98,3.6,0,0,0,12/4/2008 22:57
1.766,0.096,240.58,7.2,0,0,18,6/28/2010 18:07
1.158,0.102,240.65,4.8,0,0,1,3/18/2010 17:26
0.152,0,241.17,0.6,0,0,1,7/23/2008 0:30
0.334,0.118,242.39,1.4,0,1,1,10/7/2009 5:46
0.22,0,242.63,1,0,0,0,10/23/2007 13:48
0.446,0.268,247.42,2,0,1,1,10/30/2010 8:42
0.344,0.218,241.69,1.6,0,2,0,8/28/2007 19:58
2.372,0.136,239.24,9.8,0,0,0,3/28/2007 21:10
0.364,0.05,234.37,1.6,0,0,0,6/2/2007 20:43
0.632,0.11,241.38,2.6,0,0,1,9/14/2009 15:37
2.206,0.096,238.84,9.4,0,10,0,10/25/2007 22:00
0.168,0,242.75,0.8,0,0,1,7/24/2009 9:08
2.04,0.232,242.76,8.6,0,0,25,5/9/2010 14:49
3.566,0.08,235.37,15.4,0,0,17,11/9/2007 21:59
0.232,0.114,243.99,1,0,1,1,9/25/2008 17:11
2.666,0.198,241.62,11.2,0,29,0,12/6/2009 14:14
0.408,0.222,242.39,1.8,0,1,0,1/9/2008 3:35
0.202,0.05,240.76,1,0,0,0,7/4/2007 13:11
1.554,0.292,240.33,6.4,0,1,19,4/20/2010 11:52
2.412,0,239.06,10,0,36,0,12/19/2006 11:18
0.218,0.11,234.79,1,0,0,0,7/25/2007 12:39
0.718,0.274,239.81,3.2,0,2,0,9/3/2007 22:16
0.342,0.236,241.43,1.6,0,0,1,9/18/2008 0:56
1.298,0.068,239.72,5.4,0,0,18,9/23/2010 10:56
0.448,0.27,248.06,2,0,1,0,10/30/2010 8:41
2.248,0.292,239.94,9.4,0,2,30,8/29/2010 11:28
0.286,0,241.21,1.4,0,0,1,5/7/2009 12:52
0.32,0.05,243.08,1.2,0,0,1,2/8/2010 2:00
1.116,0.232,242.63,4.6,0,1,0,7/24/2010 22:53
0.134,0,241.4,0.6,0,0,0,8/20/2007 1:46
0.25,0.11,242.14,1,0,1,1,8/18/2009 10:31
0.4,0.136,241.14,1.8,0,0,1,5/29/2009 19:18
1.282,0,240.05,5.2,0,0,18,2/4/2008 13:29
0.228,0,240.42,1,0,0,0,5/20/2007 1:13
1.974,0.08,239.34,8.2,0,0,18,4/1/2007 10:28
1.378,0.082,237.42,5.8,0,0,17,9/4/2008 10:31
2.972,0.076,228.2,13.2,0,0,16,11/9/2010 18:47
0.244,0,242.94,1,0,0,0,11/21/2007 1:49
1.532,0.192,244.56,6.2,0,2,0,1/17/2009 5:09
0.376,0.126,241.45,1.8,0,0,0,10/12/2009 2:39
2.59,0.052,241.84,10.8,0,0,28,10/2/2008 6:49
1.226,0,239.89,5,0,0,18,7/30/2009 9:46
2.004,0.166,239.26,8.4,0,1,1,11/2/2009 17:38
0.976,0.266,239.63,4.2,0,2,12,7/1/2010 4:23
0.246,0.202,237.7,1.6,0,1,1,8/10/2008 13:58
2.284,0.08,236.25,9.6,0,0,17,1/3/2008 19:28
0.27,0.228,241.78,1.4,0,1,1,7/23/2009 7:19
0.408,0.242,247.09,1.8,0,2,0,11/29/2007 16:15
5.376,0.442,236.97,22.6,39,0,17,12/13/2008 16:24
0.334,0.262,243.48,1.6,0,0,0,8/15/2009 2:17
1.942,0,241.54,8,0,0,18,12/18/2008 9:08
0.532,0.078,242.77,2.4,0,0,0,11/3/2008 7:15
1.114,0.088,241.65,4.6,0,0,1,1/16/2010 22:21
0.308,0.08,243.44,1.2,0,0,1,4/12/2010 4:28
1.392,0.068,244.87,5.6,0,1,19,11/28/2008 11:56
0.552,0,247.71,2.2,0,0,0,12/23/2007 5:26
1.49,0.094,238.53,6.2,0,0,18,6/11/2009 10:54
2.272,0.21,239.07,9.4,0,1,18,1/23/2008 8:31
1.474,0,236.02,6.2,0,0,17,11/20/2010 17:06
0.304,0.24,239.13,1.6,0,2,0,9/6/2007 17:14
0.238,0.096,239.77,1,0,1,1,9/11/2008 2:54
1.528,0.122,244.07,6.2,0,0,18,1/21/2008 14:39
0.642,0.204,240.4,2.8,0,1,1,9/25/2009 4:07
0.242,0.12,242.35,1,0,1,1,5/12/2008 6:53
0.246,0,239.84,1,0,0,0,10/15/2007 0:00
1.62,0.16,243.51,6.6,0,5,18,4/1/2009 8:57
1.744,0.08,240.71,7.2,0,0,19,9/13/2010 7:10
1.55,0.22,245.31,6.4,0,1,19,10/20/2010 0:39
0.74,0.046,238.91,3,0,0,0,1/8/2008 18:32
